,text,author
2240,"""There's nothing I'd like more than an opposition party that works with me to let hard-working Americans get ahead."" —President Obama",Obama
2241,"""Reality has rendered it's judgement: Trickle-down economics does not work, and middle-class economics does."" —President Obama",Obama
2242,"""We've emerged from what was a once-in-a-generation crisis, better positioned for the future than any of our competitors."" —President Obama",Obama
2243,"""Since I took office, we've cut our deficits as a share of our economy by about two-thirds."" —President Obama",Obama
2244,"""More than 16 million Americans have gained the security of health care coverage."" —President Obama",Obama
2245,"""The typical family this year should save more than $700 at the pump."" —President Obama",Obama
2246,"""Every three weeks we produce as much solar power as we did in all of 2008.""  —President Obama",Obama
2247,"""Today there are more job openings in the United States than any time since 2001."" —President Obama",Obama
2248,"""We're now in the midst of the longest streak of private-sector growth on record."" —President Obama",Obama
2249,"""America's businesses have added more than 200,000 jobs each month for 12 straight months."" —President Obama",Obama
2250,"""Do we retreat from the realities of a 21st century economy, or do we advance together?""—President Obama",Obama
2251,LIVE: President Obama speaks at the City Club of Cleveland about the importance of middle-class economics. http://t.co/JvJtGuIwTL,Obama
2252,"Tune in at 2:55 p.m. ET to watch President Obama talk about middle-class economics in Cleveland, Ohio. http://t.co/4mJWJXjxIP",Obama
2253,Read the President's reply to a high school student's letter about the unequal distribution of school supplies: http://t.co/Lfi8mSsS4f,Obama
2254,Happy Saint Patrick's Day. http://t.co/i2hxSFrYGB,Obama
2255,WATCH: President Obama discusses #CollegeOpportunity with students from across the country. http://t.co/nfa7wPavgW,Obama
2256,"Before this round ends, help decide who advances in the Climate Change Fantasy Tournament: http://t.co/O2fR9gnCxk #ChampionDenier",Obama
2257,"Thanks to #Obamacare, 16.4 million more Americans have the security of health coverage. http://t.co/BY6k3y3dZ2",Obama
2258,"In the weekly address, President Obama lays out his plan for quality, affordable higher education for all Americans: http://t.co/HlBdGKnxYl",Obama
2259,Read how the Obama administration is fighting state bans on same-sex marriage: http://t.co/uAjlQQ5jho #LoveIsLove,Obama
2260,Time to weigh in—who deserves the #ChampionDenier title? http://t.co/Fyyz0hLnez,Obama
2261,For real though: http://t.co/mjoOt7YfVz #CanILive,Obama
2262,"We've already tripled wind energy in America, but there's more we can do. http://t.co/elImYrEShN #SwitchToClean",Obama
2263,Who will take home the title of #ChampionDenier? Vote now: http://t.co/hFWKz1uKEf http://t.co/l8TGDshzIg,Obama
2264,ICYMI: Nearly 11.7 million Americans enrolled in health care through the open marketplace. http://t.co/tNREJaKtvH,Obama
2265,"Solar power is growing at record rates, supporting American jobs and helping fight climate change: http://t.co/oTBPdkIBRH #SwitchToClean",Obama
2266,We're making big strides in combating climate change—but more can be done. #ActOnClimate http://t.co/VOhJDGMtMH,Obama
2267,"""No matter who you are or where you come from, not only can you succeed, but you can help everybody else succeed."" —President Obama",Obama
2268,"""Inspire us. Lead us. Be the Americans that we need you to be."" —President Obama #CollegeOpportunity",Obama
2269,"""Change doesn't happen by itself. It happens because people get organized."" —President Obama",Obama
2270,"""You're not just investing in yourself—you're investing in your nation."" —President Obama #CollegeOpportunity",Obama
2271,"""We're trying to make sure that across the board more and more young people can afford to go to college."" —President Obama",Obama
2272,"""I sent Congress a bold new plan to bring down the cost of community college to zero."" —President Obama #CollegeOpportunity",Obama
2273,"""I'm only standing here because of scholarships and loans and work study."" —President Obama #CollegeOpportunity",Obama
2274,"""I believe America is not a place where higher education is a privilege reserved for the few."" —President Obama #CollegeOpportunity",Obama
2275,"""The ability to compete in the global economy depends on us having the world's most skilled, best educated workforce.""  —President Obama",Obama
2276,"""Your most valuable asset is your imagination."" —President Obama #CollegeOpportunity",Obama
2277,"""Today a college degree is the surest ticket to the middle class."" —President Obama #CollegeOpportunity",Obama
2278,"""After the worst economic crisis of our lifetimes, over the past five years our economy has created 12 million new jobs."" —President Obama",Obama
2279,"""I believe that higher education is one of the best investments anybody can make in their future."" —President Obama #CollegeOpportunity",Obama
2280,LIVE: President Obama is talking to students at @GeorgiaTech about how to make college in America more affordable. http://t.co/8Nb4gVygp2,Obama
2281,Tune in at 1:30 p.m. ET to watch President Obama discuss college affordability at @GeorgiaTech: http://t.co/SFwboCIk9b,Obama
2282,Watch President Obama and @FLOTUS reflect on their visit to Selma: http://t.co/ROj1LJXoGh #Selma50,Obama
2283,"""Women make immeasurable contributions to our world."" —President Obama #HappyInternationalWomensDay http://t.co/IcllNqPgcR",Obama
2284,"""We honor those who walked so we could run. We must run so our children soar."" —President Obama #Selma50 #MarchOn",Obama
2285,"""What a glorious task we are given, to continually try to improve this great nation of ours."" —President Obama #Selma50 #MarchOn",Obama
2286,"""We respect the past, but we don’t pine for the past. We don’t fear the future."" —President Obama #Selma50 #MarchOn",Obama
2287,"""We know America is what we make of it."" —President Obama #Selma50 #MarchOn",Obama
2288,"""We can make sure every person willing to work has the dignity of a job, and a fair wage, and a real voice."" —President Obama #Selma50",Obama
2289,"""With effort, we can roll back poverty and the roadblocks to opportunity."" —President Obama #Selma50 #MarchOn",Obama
2290,"""This is work for all Americans, and not just some. Not just whites. Not just blacks."" —President Obama #Selma50 #MarchOn",Obama
2291,"""Selma teaches us, too, that action requires that we shed our cynicism."" —President Obama #Selma50 #MarchOn",Obama
2292,"""If Selma taught us anything, it’s that our work is never done."" —President Obama #Selma50 #MarchOn",Obama
2293,"""Young people can draw strength from this place, where the powerless could change the world’s greatest power."" —President Obama #Selma50",Obama
2294,"""That’s what this movement was all about—one leg in our long journey toward freedom."" —President Obama #Selma50 #MarchOn",Obama
2295,"""What greater form of patriotism is there than the belief that America is not yet finished."" —President Obama #Selma50 #MarchOn",Obama
2296,"""What could be more American than what happened in this place?"" —President Obama #Selma50 #MarchOn",Obama
2297,"""They proved that nonviolent change is possible. That love and hope can conquer hate."" —President Obama #Selma50",Obama
2298,"""What enormous faith these men and women had—faith in God, but also faith in America."" —President Obama #Selma50",Obama
2299,"""It was not a clash of armies, but a clash of wills; a contest to determine the true meaning of America."" —President Obama #Selma50",Obama
2300,"""There are places and moments in America where this nation’s destiny has been decided ... Selma is such a place."" —President Obama #MarchOn",Obama
2301,LIVE: President Obama is speaking at the Edmund Pettus Bridge on the 50th anniversary of the Selma marches. http://t.co/8JypQTMQFo #Selma50,Obama
2302,"Tune in at 2:35 p.m. ET to watch President Obama speak in Selma, Alabama: http://t.co/wF2J5vKpRY #MarchOn http://t.co/COHzBaUleZ",Obama
2303,WATCH: President Obama discusses the need to encourage the education of girls around the globe. http://t.co/vtisyocnkt #LetGirlsLearn,Obama
2304,"Learn about the legacy of Selma, listen to stories from courageous civil rights activists, and #MarchOn: http://t.co/YR0mks1ORz",Obama
2305,LIVE: President Obama is participating in a town hall at @BenedictEDU about youth opportunities. http://t.co/l1rEKQHzkY,Obama
2306,"Our economy added 295,000 jobs last month—that's a record 60 consecutive months of private-sector job growth: http://t.co/t0cG7USZcN",Obama
2307,The number of uninsured Americans continues to drop within the first two months of 2015: http://t.co/E2HVFlRx3k,Obama
2308,The unemployment rate dropped in every single state during 2014—the first time that's happened in 30 years. http://t.co/1ngUD95daI,Obama
2309,President Obama's progressive trade deal would mean stronger protections for workers and the environment: http://t.co/qpF2biBTpJ,Obama
2310,"If you're passionate about marriage equality, take a look at this progress—state by state: http://t.co/f9T7HxIk3H #LoveIsLove",Obama
2311,"""Every girl deserves an education."" —President Obama #LetGirlsLearn http://t.co/9L7MTiYog6",Obama
2312,LIVE: President Obama and @FLOTUS discuss expanding efforts to help #LetGirlsLearn around the world. http://t.co/TfhhouKtpU,Obama
2313,"""Throughout history, extraordinary women have fought tirelessly to broaden our democracy's reach."" —President Obama #WomensHistoryMonth",Obama
2314,The excuses not to #ActOnClimate need to end. http://t.co/B5WMlIYGjc,Obama
2315,"In the weekly address, the President talks about ensuring that all hard-working Americans can retire with dignity. http://t.co/fAEEiGTX9Z",Obama
2316,Six hours until a Homeland Security shutdown. #EnoughAlready—time to pass the bipartisan funding bill now.,Obama
2317,"""Long before being nerdy was cool, there was Leonard Nimoy."" —President Obama #LLAP",Obama
2318,We can't govern from crisis to crisis. Add your name if you support a long-term plan to #FundDHS: http://t.co/XEdo1TVpad #EnoughAlready,Obama
2319,"""You shouldn't feel like you can't make mistakes at this point."" —President Obama to Noah McQueen http://t.co/qYODkrfFOr #MyBrothersKeeper",Obama
2320,"Great news: Today, the @FCC voted in favor of a free and open internet. http://t.co/CfSxpVyqxd #NetNeutrality",Obama
2321,Missed the #ObamaTownHall on immigration reform last night? Watch it here: http://t.co/HBzeHGTwOk,Obama
2322,IMPORTANT: Congress is only one day away from another shutdown. #EnoughAlready http://t.co/xz5DwiZ3Ef,Obama
2323,We're just two days away from another shutdown—your voice matters more than ever. Add your name: http://t.co/BCsbHIV3cc #EnoughAlready,Obama
2324,Consumer protections for retirement savings are critical for middle-class families. Read why: http://t.co/4NzNDUEm4v (via @DispatchAlerts),Obama
2325,Tell new congressional leaders #EnoughAlready—no more manufactured crises over politics: http://t.co/oo3AmsIq4J,Obama
2326,ICYMI: A comprehensive immigration reform bill sat on Speaker Boehner's desk for more than 500 days. #EnoughAlready,Obama
2327,Some in Congress would choose not to fund @DHSgov rather than fix our broken immigration system. #EnoughAlready,Obama
2328,"""It's time to end the era of manufactured crises."" —President Obama on #ImmigrationAction http://t.co/yWQLxIl1Cc",Obama
2329,Let congressional leaders know that another shutdown is the last thing we need. Add your name now: http://t.co/y4ayySH3dV #EnoughAlready,Obama
2330,Reminder: The debate in Congress right now is supposed to be about funding the Department of Homeland Security. #EnoughAlready,Obama
2331,LIVE: President Obama is talking about how strengthening retirement security is good for the middle class. http://t.co/tcc8b52RUA,Obama
2332,"Only two months on the job, the new Congress is already threatening a partial government shutdown. #EnoughAlready http://t.co/8OX0MCxbzc",Obama
2333,"In the weekly address, the President discusses opening new markets to grow the economy and support good-paying jobs: http://t.co/iQPq7eWjfe",Obama
2334,Every day is #LoveYourPetDay. http://t.co/yxrIDz3gU6,Obama
2335,Here are eight ways #Obamacare has proved the critics wrong: http://t.co/kjxbQXoraW (h/t @voxdotcom),Obama
2336,It's more than health insurance—it's peace of mind. http://t.co/nBIJv0evNk,Obama
2337,LIVE: The President announces new national monuments and an initiative to protect the nation's unique outdoor spaces. http://t.co/KyWNB87mKy,Obama
2338,"""Trade has an important role to play in supporting good-paying, middle-class jobs in the U.S."" —President Obama http://t.co/521E9s0SB4",Obama
2339,Too many lawmakers still deny the science of climate change. Call them out now: http://t.co/qlquFqhsA6 #ActOnClimate http://t.co/MbzTx9Wz3E,Obama
2340,The Affordable Care Act is helping millions of families—we can't go back now. http://t.co/OWOxJreB2m,Obama
2341,The deadline is here. Go #GetCoveredNow: http://t.co/xTRj74V0N6 http://t.co/ykQVuz3NC8,Obama
2342,Last call for health insurance this year: http://t.co/1jOkVIuE0L #GetCoveredNow,Obama
2343,"""Nothing will determine our success as a nation in the 21st century more than how well we educate our kids."" http://t.co/LD1A7FBBDH",Obama
2344,Get it done today: http://t.co/4Z0Bzqjrfn http://t.co/UNJMlJRYsa,Obama
2345,"In the weekly address, the President lays out his plan to ensure more kids graduate from school ready for the future: http://t.co/dMEJG0KJ6Y",Obama
2346,Just like your favorite romantic comedies—but with benefits: http://t.co/60fxgyjsry #GetCoveredNow,Obama
2347,The United States can make real progress on climate change. Read more from @Podesta44: http://t.co/WZArcVM0IN,Obama
2348,LIVE: President Obama is speaking at the White House #CyberSummit at @Stanford. http://t.co/CXo6EhiiVk,Obama
2349,Make sure your loved ones are covered: http://t.co/SWjS2289uU #GetCoveredNow http://t.co/xGHVrBHovH,Obama
2350,Speaking of #YOLO: http://t.co/gHVJID0tvP,Obama
2351,"So, this happened: http://t.co/bVx7fyDEl3 #CanILive",Obama
2352,No more games—Congress should stop the political posturing and make progress on immigration. #EnoughAlready http://t.co/LH2npSuNR4,Obama
2353,Three days left: http://t.co/qHVxbtrGnU #GetCovered http://t.co/LNfpXIp470,Obama
2354,Happening now: President Obama discusses taking action against ISIL. http://t.co/HarnB4wWMb,Obama
2355,The President discusses the importance of health care and marriage equality progress in his interview with @BuzzFeed: http://t.co/EGKNHMWp8J,Obama
2356,"Of all the things you do today, getting covered before the enrollment deadline could be the most crucial: http://t.co/3uAVMQWgm4 #GetCovered",Obama
2357,It's the final countdown: Only five days left in the enrollment period. #GetCovered now. http://t.co/iToBPhVVmy http://t.co/hYgwhVrPa7,Obama
2358,It's time to #GetCovered. Watch: http://t.co/EpFCypkQWH,Obama
2359,Joshua got covered so that he could stay healthy—without worrying about expensive premiums. http://t.co/RSnykzs9Xf,Obama
2360,Repealing the Affordable Care Act would mean millions of Americans could lose their health insurance: http://t.co/LnUNqKlZSw,Obama
2361,"President Obama sat down with @voxdotcom to discuss health care, the economy, and America's position in the world: http://t.co/5JIJ23wiWH",Obama
2362,Watch the message that aired tonight during the #Grammys from President Obama: #ItsOnUs to stop sexual assault. http://t.co/xytAN7mSyW,Obama
2363,"Watch: In the weekly address, President Obama highlights the country's economic progress. http://t.co/r7fV6DJL2p",Obama
2364,Watch: These people are why the Affordable Care Act matters. http://t.co/dousOukeLQ,Obama
2365,"""Let's roll up our sleeves, work together, and try to get something done."" —President Obama",Obama
2366,"""I'm not pushing these ideas for my sake. I'm pushing them because I think this is where America needs to go."" —President Obama #Leadership",Obama
2367,"""At a time when the economy is picking up speed and growing again, we've got to work twice as hard."" —President Obama",Obama
2368,"""I want to make sure that this is a country where hard work is rewarded."" —President Obama",Obama
2369,"""We have risen from recession, freer to write our own future than any nation on earth."" —President Obama",Obama
2370,"""America is poised for another good year... as long as Washington works to keep this progress going."" —President Obama",Obama
2371,"""And, in the single most hopeful sign for middle-class families, wages are starting to go up again."" —President Obama",Obama
2372,"""Over the past 59 months, the private sector has added almost 12 million new jobs."" —President Obama",Obama
2373,"""In 2014, our economy created 3.1 million jobs—and that's the best year of job growth since the 1990s."" —President Obama",Obama
2374,LIVE: The President answers questions from students and faculty at Ivy Tech Community College in Indianapolis. http://t.co/v84rVrP58Z,Obama
2375,Tune in at 2:15 p.m. ET to watch President Obama take questions from students on jobs and education at a town hall: http://t.co/jOMmTxPlUt,Obama
2376,"The economy added 257,000 jobs in January, part of the strongest three-month growth since 1997. Let's keep it going: http://t.co/bXXbvC1n6k",Obama
2377,Good news: Wind and solar energy have tripled since 2008. http://t.co/osh3AsFWqB,Obama
2378,WATCH: No one's invincible. http://t.co/gDzSSCx1G5 #GetCovered,Obama
2379,"Jake has coverage he can count on, for less than he expected. #GetCovered http://t.co/NjJhUDnUiR",Obama
2380,The last chance to #GetCovered for 2015 is only days away. Find a plan today: http://t.co/4lQezMBknb http://t.co/oTh6b92jJ1,Obama
2381,"Today, President Obama met with young immigrants whose lives are positively affected by #ImmigrationAction. http://t.co/bmYOO4TKwb",Obama
2382,Not that much time left to #GetCovered: http://t.co/nf95N0Umwf,Obama
2383,"Check out President Obama's comprehensive budget plan, and see how he's investing in middle-class families: http://t.co/gUcWhfu36y",Obama
2384,"""We have to pass a budget that gives middle-class families the security they need to get ahead in the new economy."" —President Obama",Obama
2385,LIVE: President Obama discusses how his budget will bring middle-class economics into the 21st century. http://t.co/9Y8HDe9GIE,Obama
2386,"""I will keep doing everything I can to help more working families make ends meet and get ahead."" —President Obama http://t.co/exNWiYdigT",Obama
2387,"In the weekly address, President Obama lays the foundation for focusing on middle-class economics: http://t.co/wOAIO5wiLj",Obama
2388,Check getting covered off of your to-do list. Find a plan that works for you before the February 15th deadline: http://t.co/rV08U27qC2,Obama
2389,"Climate change deniers, take note: The vast majority of Americans agree that it's time to #ActOnClimate. http://t.co/KTqwd2GQCV",Obama
2390,Happening now: President Obama speaks about investing in precision medicine to improve health and disease treatment. http://t.co/uf2kRxhxe5,Obama
2391,"Six years ago, the President signed the Lilly Ledbetter Fair Pay Act—but the fight for equal pay is far from over. http://t.co/isSTQvlWZ1",Obama
2392,Parents will always worry about their kids. Give them some peace of mind—#GetCovered today. http://t.co/DGuJEY9TwF #YoEnroll,Obama
2393,Get a state-by-state breakdown on how much the President's #ImmigrationAction will benefit the economy: http://t.co/Lo8J5Q83Ul,Obama
2394,9.5 million Americans have signed up for coverage—and we're not done yet. http://t.co/sMCzitJ9zX,Obama
2395,.@VP stops by @TheEllenShow with a message for young adults: Give your mom some peace of mind and #GetCovered. http://t.co/MqMOsk9bWK,Obama
2396,"If you need health insurance, find a plan that's right for you right now: http://t.co/0UFJ8hjXWt #GetCovered",Obama
2397,"""People want to see an agenda that moves us all forward."" Read President Obama's latest message to @OFA: http://t.co/AvnSlvXzD9",Obama
2398,Watch the weekly address: We have to do everything we can to help more Americans get ahead in the new economy. http://t.co/78fbwjSDoQ,Obama
2399,"""Somewhere, the sun is shining, the air is fresh, his team's behind him, and Mr. Class—'Mr. Cub'—is ready to play two."" —President Obama",Obama
2400,LIVE: President Obama is speaking at the U.S. Conference of Mayors. Watch here: http://t.co/1VYEZxI1sE,Obama
2401,These senators are at odds with 97% of climate scientists and NASA. #ActOnClimate http://t.co/zYUuwl7AFb,Obama
2402,Watch: Don't be THAT person. Stop waiting around and #GetCovered today. http://t.co/JpjjF56nUh,Obama
2403,"""I am deeply committed to protecting this core constitutional right."" —President Obama on the 42nd anniversary of #RoevWade",Obama
2404,"Happening now: President Obama is being interviewed by @YouTube stars Bethany Mota, GloZell Green and Hank Green. http://t.co/zuQTNEQ40d",Obama
2405,Read President Obama's latest message to @OFA supporters after his State of the Union address: http://t.co/0wx6bFgQ6b,Obama
2406,Find out which senators just went on the record to say that man-made climate change isn't real: http://t.co/Nbeqct6iHG #ActOnClimate,Obama
2407,LIVE: President Obama is speaking at @KUNews about middle-class economics. Tune in: http://t.co/DAJMCOnFQ1,Obama
2408,Next stop: Kansas. Tune in at 12:25 p.m. ET to watch President Obama talk about middle-class economics. http://t.co/m4PValiRjb,Obama
2409,"LIVE: A day after his State of the Union address, President Obama is in Idaho spekaing at @BoiseStateLive. Tune in: http://t.co/gDQwNgjSf3",Obama
2410,President Obama is doing what he can to fight for middle-class families. Take a stand on this: http://t.co/fChzMIQOlZ,Obama
2411,It's #BigBlockOfCheeseDay: Check out the schedule of White House staff answering your questions. http://t.co/g2EKBztnvL,Obama
2412,Let's go. http://t.co/G7wWN15opl,Obama
2413,"""Let’s begin this new chapter—together—and let’s start the work right now."" —President Obama #SOTU #AmericaLeads",Obama
2414,"""My fellow Americans, we too are a strong, tight-knit family. We, too, have made it through some hard times."" —President Obama #SOTU",Obama
2415,"""I want future generations to know that we are a people that see our differences as a great gift."" —President Obama #SOTU",Obama
2416,"""If you share the broad vision I outlined tonight, join me in the work at hand."" —President Obama #SOTU #AmericaLeads",Obama
2417,"""It’s possible to shape a law that upholds our tradition as a nation of laws and a nation of immigrants."" —President Obama #SOTU",Obama
2418,Retweet if you agree: #LoveIsLove. #SOTU http://t.co/rDiOb8I6w1,Obama
2419,"""I’ve seen something like gay marriage go from a wedge issue used to drive us apart to a story of freedom."" —President Obama #SOTU",Obama
2420,"""I know the good, and optimistic, and big-hearted generosity of the American people."" — President Obama #SOTU",Obama
2421,"""I still believe we are one people. I still believe that together, we can do great things, even when the odds are long."" —President Obama",Obama
2422,"""I know how tempting such cynicism may be. But I still think the cynics are wrong."" —President Obama #SOTU",Obama
2423,"""Leading — always — with the example of our values. That’s what makes us exceptional. That’s what keeps us strong."" — President Obama #SOTU",Obama
2424,"""I will not let this Congress endanger the health of our children by turning back our efforts."" —President Obama #SOTU #ActOnClimate",Obama
2425,"""14 of the 15 warmest years on record have all fallen in the first 15 years of this century."" —President Obama #SOTU #ActOnClimate",Obama
2426,"""No challenge poses a greater threat to future generations than climate change."" —President Obama #SOTU #ActOnClimate",Obama
2427,The science is clear: We have to #ActOnClimate. #SOTU http://t.co/G0cTqYub9q,Obama
2428,"""When what you're doing hasn't worked for 50 years, it's time to try something new."" —President Obama #SOTU",Obama
2429,"""We need a tax code that truly helps working Americans trying to get a leg up in the new economy."" —President Obama #SOTU",Obama
2430,"""When it comes to issues like infrastructure and basic research, I know there’s bipartisan support in this chamber."" —President Obama #SOTU",Obama
2431,"""21st century businesses will rely on American science, technology, research and development."" —President Obama #SOTU",Obama
2432,"""Let’s pass a bipartisan infrastructure plan that could create more than 30 times as many jobs per year.” —President Obama #SOTU",Obama
2433,"""To every CEO in America: If you want someone who will get the job done and done right, hire a veteran."" —President Obama #SOTU",Obama
2434,"""As a new generation of veterans come home, we owe them every opportunity to live the American dream they helped defend."" —President Obama",Obama
2435,"""Free community college is possible—and I want to spread that idea all across America."" —President Obama #SOTU",Obama
2436,"""That’s why I am sending this Congress a bold new plan to lower the cost of community college—to zero."" —President Obama #SOTU",Obama
2437,"“We still need laws that strengthen rather than weaken unions, and give American workers a voice.” —President Obama #SOTU #AmericaLeads",Obama
2438,"""If you truly believe you could work full-time and support a family on less than $15,000 a year, go try it."" —President Obama #RaiseTheWage",Obama
2439,"""It's 2015. It's time."" —President Obama on equal pay #LeadOnLeave",Obama
2440,"""Send me a bill that gives every worker in America the opportunity to earn seven days of paid sick leave."" —President Obama #SOTU",Obama
2441,"""We’re the only advanced country on Earth that doesn’t guarantee paid sick leave or paid maternity leave."" —President Obama #SOTU",Obama
2442,Paid leave should be a right for all workers—not just a privilege. Let's #LeadOnLeave. #SOTU http://t.co/Jj1DwjgxZl,Obama
2443,"""Middle-class economics means helping working families feel more secure in a world of constant change."" —President Obama #SOTU",Obama
2444,"""This country does best when everyone gets their fair shot."" —President Obama #SOTU",Obama
2445,"“Tonight, together, let’s do more to restore the link between hard work and growing opportunity for every American.” —President Obama #SOTU",Obama
2446,Retweet if you agree with President Obama. #SOTU http://t.co/OgcHFJ3JSt,Obama
2447,"Millions more now have the peace of mind that comes with having health insurance, thanks to #Obamacare. #SOTU http://t.co/vBmeYw3cSe",Obama
2448,"""In the past year alone, about 10 million uninsured Americans finally gained the security of health coverage."" —President Obama #SOTU",Obama
2449,"“Over the past five years, our businesses have created more than 11 million new jobs.” —President Obama #SOTU",Obama
2450,"""In two weeks, I will send this Congress a budget filled with ideas that are practical, not partisan."" —President Obama #SOTU",Obama
2451,"""It's now up to us to choose who we want to be over the next 15 years, and for decades to come."" —President Obama #SOTU",Obama
2452,"""We salute the courage and sacrifice of every man and woman in this 9/11 generation who has served to keep us safe."" —President Obama #SOTU",Obama
2453,"""More of our kids are graduating than ever before. More of our people are insured than ever before."" —President Obama #SOTU",Obama
2454,"""Our unemployment rate is now lower than it was before the financial crisis."" —President Obama #SOTU",Obama
2455,"""Tonight, after a breakthrough year for America, our economy is growing and creating jobs at the fastest pace since 1999."" —President Obama",Obama
2456,LIVE: President Obama is delivering the State of the Union to Congress. Watch here: http://t.co/yLJOwMjNQM #SOTU,Obama
2457,Here's the best place to watch President Obama deliver his sixth State of the Union at 9:00 p.m. ET: http://t.co/pAaAbU7ile #SOTU,Obama
2458,Add your name: Take a stand for middle-class families. http://t.co/vfF26LUi24 #SOTU,Obama
2459,"If you think it's time for Congress to get to work on an agenda that moves us forward, add your name: http://t.co/eYRBmRMX5d #SOTU",Obama
2460,Watch: President Obama gives a behind-the-scenes look into tonight's #SOTU address. http://t.co/bCW5Kt2Jb4,Obama
2461,"Tonight, the President will lay out how he plans to fight for middle-class families. Say you'll stand alongside him: http://t.co/LbWnTTWRNf",Obama
2462,Don't miss the State of the Union address at 9:00 p.m. ET tonight. Tune in here: http://t.co/Q1OTaNWMYU #SOTU,Obama
2463,Ready? http://t.co/0fStSyE4cy #SOTU http://t.co/mCCa93T9Wu,Obama
2464,"""From Dr. King's courage, we draw strength and the resolve to continue climbing toward the promised land."" —President Obama #MLKDay",Obama
2465,"Get ready: In the State of the Union, President Obama will outline policies to help middle-class families. http://t.co/dn5fLhlreX #SOTU",Obama
2466,"""All of us have a right to be proud of the progress America has made."" —President Obama http://t.co/Yin24Qj1BH",Obama
2467,"In the weekly address, President Obama previews his State of the Union address on Tuesday. Watch here: http://t.co/yIxVnT8ECX #SOTU",Obama
2468,Wishing @FLOTUS the happiest birthday today. Thanks for being an inspiration every day of the year. http://t.co/TBK1J1rk51,Obama
2469,It's official: 2014 was the hottest year on record. http://t.co/u5ihOEufy5 It's time to #ActOnClimate.,Obama
2470,"Thanks to #Obamacare, fewer people are facing financial distress because of medical bills. More from @nytimes: http://t.co/iy2s3t0Jna",Obama
2471,Retweet if you believe solar energy is critical to America's future. #GoSolar,Obama
2472,LAST CALL: Enroll now and have health insurance on February 1st. http://t.co/emXaM0wL9H,Obama
2473,Read the latest op-ed from @vj44 about the importance of paid family leave: http://t.co/Oi2DfoPiT1 #LeadOnLeave,Obama
2474,Enroll today for health insurance that starts on February 1st: http://t.co/Qm3BAyk7QQ http://t.co/g0Bl2r2znU,Obama
2475,ICYMI: President Obama wants your internet to move faster. http://t.co/8D57Sqai3H #BetterBroadband,Obama
2476,The U.S. solar industry is booming. Read more from @BW: http://t.co/115H58cMSw #SolarJobs,Obama
2477,Today is the last day to enroll for health coverage that begins on February 1st. #GetCovered: http://t.co/O1fAAYolhJ,Obama
2478,President Obama is working to cut harmful methane emissions. More from @TIME: http://t.co/WA4v6QRvgr #ActOnClimate,Obama
2479,LIVE: The President is discussing new steps to help Americans get access to #BetterBroadband. http://t.co/X1ANZyZ84l,Obama
2480,Tune in at 3:40 p.m. ET to watch President Obama lay out new steps to increase access to #BetterBroadband: http://t.co/FJ0YJyn6GR,Obama
2481,"Instead of passing comprehensive immigration reform, the House just voted to roll back progress. It's time for solutions, not politics.",Obama
2482,Tomorrow is the last day to enroll for health coverage that begins on February 1st. Check your options: http://t.co/q4hpAp7rra #GetCovered,Obama
2483,The deadline to #GetCovered is coming up fast. Don't miss your chance to find a plan that works for you: http://t.co/YWsmAswt3w,Obama
2484,Have health insurance on February 1st. Sign up today. http://t.co/pmlelZkgTS #GetCovered http://t.co/HFoX0lt9t2,Obama
2485,"Over 58 straight months of growth, the private sector has added 11.2 million jobs. http://t.co/QxGw6o5bG0",Obama
2486,"Great news: At the start of 2015, workers in twenty states saw an increase to the minimum wage. http://t.co/qFKRTVJjgO #RaiseTheWage",Obama
2487,"""When we Americans put our minds together and our shoulder to the wheel, there's nothing we can't do."" —President Obama #Cybersecurity",Obama
2488,"""I hope Congress joins us in this national movement to protect the privacy of our children."" —President Obama #Cybersecurity",Obama
2489,"""Michelle and I are like parents everywhere—we want to make sure our children are being safe and smart online."" —President Obama",Obama
2490,"""We want our kids privacy protected—no matter where they sign on."" —President Obama #Cybersecurity",Obama
2491,"""I'm announcing new steps to protect the identities and privacy of the American people."" —President Obama #Cybersecurity",Obama
2492,"""If we're going to be connected, then we need to be protected."" —President Obama #Cybersecurity",Obama
2493,"""Today, I'm focusing on how to better protect American consumers from identity theft."" —President Obama #Cybersecurity",Obama
2494,WATCH: President Obama is speaking at the Federal Trade Commission about tackling consumer privacy. http://t.co/myqDWvYAYz,Obama
2495,Watch the President speak at 11:55 a.m. ET about ways to tackle identity theft and improve confidence in technology: http://t.co/jZ6uwEMZoW,Obama
2496,"""America is coming back. And I want to go full speed ahead."" —President Obama http://t.co/Tgfngj1TwO",Obama
2497,Watch the weekly address: President Obama discusses America's resurgence and how he'll continue to build progress. http://t.co/OUVFM0TA73,Obama
2498,LIVE: The President is in Knoxville discussing new initiatives to help Americans go to college. http://t.co/b2b3hluDsA #FreeCommunityCollege,Obama
2499,"FACT: The annual average unemployment rate fell 1.2 percent between 2013 and 2014, the largest decline since 1984.",Obama
2500,"It's official: The economy added 252,000 jobs in December, making 2014 the best year for job growth since 1999. http://t.co/GHTmyEO4kV",Obama
2501,LIVE: President Obama is in Arizona speaking about the middle class and the housing market. http://t.co/PUWoJcgJr3,Obama
2502,President Obama is speaking at 12:45 p.m. ET about how far the housing market has come since the recession. Tune in: http://t.co/5l9UIw04Wp,Obama
2503,"If you don't have health insurance, #GetCovered today: http://t.co/sNkyTfr9y5",Obama
